fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
60;22;23;50;45;100;1220;99261;294;63;100;6;1
75;35;37;25;66;290;890;98964;314;42;127;6;1
66;39;28;92;3,6E+16;100;920;99206;307;35;121;6;1
63;23;33;69;5,2E+16;230;1180;9938;323;46;104;6;1
63;22;3;20;5;230;1200;9,9204E+15;324;47;104;6;1
64;29;18;150;4;210;1160;99736;314;5;92;5;1
64;29;18;150;4;210;1160;99736;314;5;92;5;1
75;23;3;12;3;270;800;99192;305;68;105;5;1
64;29;18;150;4;210;1160;99736;314;5;92;5;1
57;28;36;18;4,1E+16;380;900;9,9002E+15;327;98;119;7;1
65;26;24;108;42;470;1300;996;308;4;101;6;1
64;27;29;39;34;620;1400;9,9237E+15;31;59;111;6;1
59;22;29;42;3,7E+16;690;1440;9,9214E+15;313;74;108;7;1
68;26;26;20;19;235;720;99041;316;47;118;6;1
76;36;48;135;38;440;1160;9982;304;48;92;5;1
76;35;47;133;3,7E+16;420;1160;9,9822E+15;304;5;92;5;1
57;18;26;22;23;210;950;9893;307;54;123;6;1
66;36;47;14;145;260;1240;99274;309;56;101;6;1
59;14;2;16;4;260;1140;99105;325;45;114;6;1
55;23;19;22;4,4E+16;390;1610;9,9209E+15;319;43;104;6;1
67;11;26;148;53;440;950;9,9676E+15;32;35;98;6;1
70;24;24;18;47;290;910;99251;33;43;99;6;1
67;11;26;148;53;440;950;9,9676E+15;32;35;98;6;1
53;47;1;13;3,6E+16;110;740;99082;348;54;112;4;1
75;29;24;99;5,8E+16;250;1150;99567;315;46;109;5;1
60;33;26;51;51;160;1190;99416;315;41;92;5;1
60;33;26;51;51;160;1190;99416;315;41;92;5;1
58;32;23;15;33;390;1210;9887;296;35;120;5;1
58;3;23;15;34;370;1210;9,8871E+15;296;34;121;6;1
38;31;2;111;3,6E+16;200;1140;9,9248E+15;375;44;124;6;1
62;36;22;525;38;440;1450;9,9184E+15;322;4;112;6;1
60;31;27;23;42;190;1200;9,8952E+15;332;41;127;7;1
69;52;54;79;3,6E+16;230;1690;99267;326;47;122;6;1
70;55;5;80;3,6E+16;190;1640;99269;326;46;122;6;1
58;2;16;14;42;440;990;9,8912E+15;323;37;122;6;1
62;36;22;525;38;440;1450;9,9184E+15;322;4;112;6;1
60;31;27;23;42;190;1200;9,8952E+15;332;41;127;7;1
60;29;27;23;4,4E+16;200;1170;9895;331;41;127;7;1
57;22;29;35;4;270;1460;9,8999E+15;317;36;121;6;1
71;46;23;137;45;440;1920;9981;311;53;94;5;1
66;21;3;99;4,1E+16;640;1740;995;307;5;101;6;1
69;42;2;154;43;570;2010;9,9848E+15;308;54;94;5;1
57;22;2;160;4,4E+16;410;1130;9,9862E+15;322;46;89;6;1
57;22;2;160;4,4E+16;410;1130;9,9862E+15;322;46;89;6;1
57;22;2;160;4,4E+16;410;1130;9,9862E+15;322;46;89;6;1
57;22;2;160;4,4E+16;410;1130;9,9862E+15;322;46;89;6;1
52;31;2;24;2,7E+16;270;1170;9,8886E+15;356;45;130;7;1
72;22;35;55;5,4E+16;370;1830;99474;308;5;103;5;1
56;18;29;23;4;50;470;99126;307;45;101;4;1
62;24;27;168;4;480;1290;9,9691E+15;323;38;105;6;1
57;22;2;160;4,4E+16;410;1130;9,9862E+15;322;46;89;6;1
57;26;24;178;5,9E+16;230;1240;9,9773E+15;33;5;101;5;1
57;26;24;178;5,9E+16;230;1240;9,9773E+15;33;5;101;5;1
60;2;26;68;49;220;930;9928;315;42;110;6;1
60;2;26;68;49;220;930;9928;315;42;110;6;1
60;2;26;68;49;220;930;9928;315;42;110;6;1
60;2;26;68;49;220;930;9928;315;42;110;6;1
76;28;17;16;46;280;1170;9,9288E+15;308;43;100;5;1
70;2;33;47;3;250;760;9,9202E+15;288;54;105;6;1
66;26;27;118;48;280;1120;9,9606E+15;287;49;97;6;1
57;26;24;178;5,9E+16;230;1240;9,9773E+15;33;5;101;5;1
72;21;36;157;45;680;1830;9,9922E+15;325;76;94;5;1
69;22;32;58;4,1E+16;200;1190;9,9296E+15;317;55;112;6;1
72;21;36;157;45;680;1830;9,9922E+15;325;76;94;5;1
74;22;28;90;46;220;1210;9,9468E+15;31;55;108;5;1
72;21;36;157;45;680;1830;9,9922E+15;325;76;94;5;1
69;22;32;58;4,1E+16;200;1190;9,9296E+15;317;55;112;6;1
70;2;35;88;3,7E+16;310;1030;9,9388E+15;313;49;110;6;1
56;26;0;102;38;130;1110;99315;344;46;124;6;1
63;28;3;66;2,08E+16;600;1540;9,9478E+15;31;4;94;6;1
64;29;3;65;209;620;1560;9,9478E+15;31;4;94;5;1
72;34;23;89;105;220;1550;99692;301;58;95;5;1
71;39;39;111;34;250;2040;99616;305;52;100;6;1
69;26;29;42;43;330;1140;9902;316;31;125;6;1
61;24;25;16;4,4E+16;240;1150;9921;339;59;109;6;1
59;25;24;74;4,4E+16;210;1130;9,9462E+15;338;58;105;6;1
61;24;27;115;5;510;1330;9,9476E+15;322;37;108;6;1
65;22;27;16;39;360;1160;9,9178E+15;338;57;110;7;1
62;26;29;20;3,6E+16;160;870;9,9081E+15;333;61;118;6;1
66;34;25;48;38;160;1210;99198;336;71;126;6;1
56;225;24;98;5,4E+16;590;1400;99545;317;39;102;6;1
71;23;28;19;46;330;1030;9,8997E+15;312;31;120;5;1
69;26;29;42;43;330;1140;9902;316;31;125;6;1
64;27;3;16;4;190;860;9,9089E+15;332;65;115;6;1
63;41;22;73;35;230;1170;99172;32;39;1194;7;1
67;41;24;54;35;330;1150;9901;312;44;1,28933E+14;7;1
72;585;2;104;86;170;940;9,9681E+15;313;4;94;5;1
67;34;26;19;38;580;1380;9893;30;47;122;7;1
63;41;22;73;35;230;1170;99172;32;39;1194;7;1
67;41;24;54;35;330;1150;9901;312;44;1,28933E+14;7;1
64;26;35;77;5,6E+16;450;1910;9,9527E+15;316;5;95;5;1
63;28;22;115;3,6E+16;270;1500;99445;30;33;106;6;1
74;16;33;12;42;470;1210;99198;304;68;105;7;1
84;27;3;22;3,7E+16;360;1290;99085;289;3;1,14667E+16;6;1
59;2;28;10;43;450;1000;9,9033E+15;34;41;114;6;1
64;24;26;82;5,4E+16;470;1820;9,9538E+15;312;5;95;5;1
74;38;34;83;5,2E+16;440;1680;9,9627E+15;311;52;92;5;1
64;24;26;82;5,4E+16;470;1820;9,9538E+15;312;5;95;5;1
64;42;19;93;43;280;1450;9,9433E+15;323;53;1098;5;1
64;23;26;81;5,4E+16;470;1810;9954;312;49;94;5;1
64;24;26;82;5,4E+16;470;1820;9,9538E+15;312;5;95;5;1
74;38;34;83;5,2E+16;440;1680;9,9627E+15;311;52;92;5;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
68;24;29;20;4,4E+16;150;960;9,9232E+15;323;64;104;8;1
73;19;27;139;57;450;1550;9,9807E+15;294;41;88;8;1
74;27;52;157;5,4E+16;360;1390;9,9788E+15;304;62;1,00333E+14;6;1
57;28;35;12;5,2E+16;390;1410;99108;344;69;113;6;1
58;22;25;15;24;210;1090;99234;337;58;104;6;1
67;27;69;12;1,76E+16;360;1060;9,9288E+15;296;43;92;6;1
71;2;35;32;34;210;1070;99195;311;54;111;6;1
67;27;69;12;1,76E+16;360;1060;9,9288E+15;296;43;92;6;1
71;23;3;26;34;620;1480;99121;303;56;113;7;1
76;31;52;132;42;610;1480;99839;298;47;91;6;1
72;34;28;104;1,08E+16;430;1870;9,9738E+15;296;57;94;5;1
70;36;25;57;15;140;730;9,8963E+15;282;59;132;6;1
64;31;28;25;39;340;1370;98946;322;38;127;6;1
73;28;35;16;5,4E+16;310;1480;9,9178E+15;318;47;107;5;1
74;16;3;14;64;340;1660;99136;311;42;1,14333E+16;6;1
64;31;27;74;49;480;1690;99323;327;45;111;6;1
64;31;28;25;39;340;1370;98946;322;38;127;6;1
62;29;29;56;46;350;1780;99313;325;51;1,05333E+14;5;1
59;28;34;36;4;500;1940;9912;331;52;116;6;1
65;23;2;75;5;440;1790;9,9504E+15;318;48;9,53333E+14;5;1
72;34;2;58;62;520;2030;99461;317;44;98;6;1
73;28;35;16;5,4E+16;310;1480;9,9178E+15;318;47;107;5;1
65;2;33;15;39;360;1100;99008;322;65;120;6;1
62;24;27;29;39;300;1230;98959;312;37;128;6;1
71;31;25;112;48;320;1360;9,9663E+15;314;4;95;5;1
64;29;21;965;4,1E+16;360;1190;99334;299;34;1,09333E+16;6;1
63;19;33;101;63;630;1330;99561;286;41;91;5;1
59;29;28;32;35;160;1170;98959;326;42;126;6;1
71;31;25;112;48;320;1360;9,9663E+15;314;4;95;5;1
65;3;28;1145;4,1E+16;290;1090;99418;298;3;109;6;1
64;29;21;965;4,1E+16;360;1190;99334;299;34;1,09333E+16;6;1
65;22;19;45;96;160;1150;9937;302;44;96;5;1
70;23;28;27;53;160;920;99372;318;56;93;5;1
71;23;23;35;38;230;1120;9,9157E+15;305;37;1,13667E+14;6;1
61;26;28;17;43;240;980;98918;314;44;125;6;1
64;35;21;21;51;460;1710;9932;316;5;95;5;1
60;32;32;48;4,1E+16;400;1860;99235;322;54;110;6;1
61;34;21;50;42;170;1330;9,9373E+15;302;53;94;5;1
65;13;27;26;35;320;760;9914;321;76;1,13333E+16;6;1
65;315;2;66;4,1E+16;90;1260;9,9494E+15;294;51;88;5;1
61;34;21;50;42;170;1330;9,9373E+15;302;53;94;5;1
57;31;29;73;5;330;1430;9,9332E+15;331;5;1,10667E+16;6;1
64;3;27;50;5,8E+16;270;1510;99198;322;49;122;6;1
70;24;26;17;4,1E+16;310;1100;9,9142E+15;32;53;110;6;1
65;13;27;26;35;320;760;9914;321;76;1,13333E+16;6;1
64;26;21;82;5;510;1820;9,9542E+15;323;48;95;5;1
64;26;21;82;5;510;1820;9,9542E+15;323;48;95;5;1
60;27;31;50;43;540;1700;9924;328;52;110;6;1
71;21;33;12;39;340;970;9,9112E+15;311;75;112;6;1
67;26;29;71;3,6E+16;280;1000;99534;308;36;93;6;1
63;28;22;95;4;300;1110;9,9338E+15;305;31;108;4;1
62;25;44;158;57;390;1670;9,9804E+15;314;51;92;5;1
73;22;37;155;48;700;2030;9,9899E+15;325;77;94;5;1
62;25;44;158;57;390;1670;9,9804E+15;314;51;92;5;1
64;18;28;1705;47;530;1390;99724;325;35;105;6;1
63;2;26;127;46;600;1430;99526;326;35;108;6;1
66;24;22;123;51;350;1460;9,9676E+15;31;67;94;5;1
74;27;26;118;53;550;1730;9,9699E+15;311;6;98;5;1
74;27;26;118;53;550;1730;9,9699E+15;311;6;98;5;1
74;27;26;118;53;550;1730;9,9699E+15;311;6;98;5;1
66;24;22;123;51;350;1460;9,9676E+15;31;67;94;5;1
74;27;26;118;53;550;1730;9,9699E+15;311;6;98;5;1
71;38;29;136;4,1E+16;300;1370;99461;302;96;121;6;1
68;43;26;52;43;400;1760;99116;317;41;123;6;1
52;22;46;62;66;410;1870;9,9362E+15;319;42;9,73333E+14;5;1
59;29;16;79;4,4E+16;480;1970;9,9512E+15;321;36;94;5;1
59;29;16;79;4,4E+16;480;1970;9,9512E+15;321;36;94;5;1
63;29;29;33;3,7E+16;320;1400;9895;317;36;128;7;1
63;19;32;28;46;180;800;9,9043E+15;292;47;1105;6;1
57;29;16;79;4,4E+16;480;1970;9,9512E+15;321;36;94;5;1
63;29;29;33;3,7E+16;320;1400;9895;317;36;128;7;1
57;24;47;63;69;350;1820;9,9391E+15;311;46;9,73333E+14;5;1
58;3;38;49;39;220;860;9,8963E+15;323;58;131;7;1
71;27;27;104;4,1E+16;260;1140;99335;304;52;115;7;1
58;3;38;49;39;220;860;9,8963E+15;323;58;131;7;1
71;27;27;104;4,1E+16;260;1140;99335;304;52;115;7;1
63;305;22;160;61;260;1410;99824;308;5;91;5;1
57;24;47;63;69;350;1820;9,9391E+15;311;46;975;5;1
62;22;28;22;4;240;1250;9917;319;48;105;6;1
66;22;23;173;47;370;1180;9,9906E+15;308;46;88;6;1
66;22;23;173;47;370;1180;9,9906E+15;308;46;88;6;1
66;22;23;173;47;370;1180;9,9906E+15;308;46;88;6;1
66;22;23;173;47;370;1180;9,9906E+15;308;46;88;6;1
62;22;28;22;4;240;1250;9917;319;48;105;6;1
62;22;28;22;4;240;1250;9917;319;48;105;6;1
66;22;23;173;47;370;1180;9,9906E+15;308;46;88;6;1
61;22;5;66;45;300;1220;99415;322;49;99;6;1
62;21;52;65;47;280;1230;99418;322;49;99;6;1
63;32;26;123;4,4E+16;240;2050;99611;311;58;99;5;1
69;44;27;50;38;330;1660;99124;32;42;122;6;1
61;31;34;28;42;595;1620;99179;327;47;108;6;1
81;36;59;136;51;600;1340;9,9886E+15;296;39;87;5;1
66;38;28;28;43;170;670;98924;321;47;132;6;1
67;24;26;54;3;150;940;99045;315;38;127;6;1
69;56;26;109;6;550;1930;9969;321;44;94;5;1
72;24;24;17;45;180;1610;9,9196E+15;325;53;112;6;1
65;29;3;915;51;250;1660;99339;324;56;1,13333E+16;6;1
67;28;28;45;51;140;920;99224;336;58;119;6;1
65;29;3;915;51;250;1660;99339;324;56;1135;6;1
61;21;19;14;46;510;1310;9,9184E+15;322;39;105;5;1
72;47;16;59;48;140;1250;9,9428E+15;309;49;98;5;1
67;34;31;164;51;200;1460;99834;306;54;91;5;1
66;27;25;12;33;360;1110;98918;316;37;124;6;1
67;34;31;164;51;200;1460;99834;306;54;91;5;1
72;47;16;59;48;140;1250;9,9428E+15;309;49;98;5;1
50;35;25;78;31;240;1160;99241;339;4;113;6;1
50;35;25;78;31;240;1160;99241;339;4;113;6;1
44;46;1;28;24;310;1110;98816;348;34;131;6;1
66;38;29;29;35;150;1010;98916;304;37;125;6;1
73;3;25;25;45;320;1220;99329;318;54;103;5;1
64;28;22;128;39;510;1500;99535;323;43;107;6;1
69;29;25;122;4;290;1360;9,9552E+15;305;65;104;6;1
63;3;19;77;49;470;1840;9,9514E+15;322;48;95;5;1
63;39;22;28;48;530;1730;9,9304E+15;324;45;98;5;1
66;38;29;29;35;150;1010;98916;304;37;125;6;1
66;18;26;173;51;170;1490;9984;30;43;94;6;1
60;28;29;193;51;360;1740;99911;314;5;90;5;1
60;28;29;193;51;360;1740;99911;314;5;90;5;1
60;28;29;193;51;360;1740;99911;314;5;90;5;1
66;35;26;27;45;190;1290;9,8952E+15;324;48;130;7;1
59;22;18;64;4,1E+16;280;1200;99403;327;5;99;5;1
66;18;26;173;51;170;1490;9984;30;43;94;6;1
77;28;24;24;4,4E+16;290;1570;9,9312E+15;327;56;106;6;1
71;42;2;28;38;280;1090;9,8968E+15;323;47;134;6;1
67;32;32;17;31;310;1140;98946;312;35;125;6;1
66;26;56;154;53;320;1410;9981;311;49;93;5;1
66;26;56;154;53;320;1410;9981;311;49;93;5;1
62;32;24;41;51;340;1490;99306;336;52;110;5;1
63;25;27;66;5,4E+16;400;1580;9,9378E+15;32;48;103;5;1
62;21;24;12;51;310;950;99036;324;57;113;6;1
64;23;27;21;42;350;1000;9,9094E+15;303;63;109;6;1
47;145;29;10;42;350;900;9908;376;49;113;6;1
62;2;28;11;39;240;780;9899;336;47;121;6;1
70;28;28;14;39;120;830;9,9173E+15;318;65;111;5;1
71;36;2;16;271;240;1400;99356;311;63;98;5;1
57;25;22;98;49;500;1250;99571;32;45;101;6;1
57;22;33;19;3,6E+16;370;1100;98945;326;58;124;6;1
60;2;38;13;34;370;1040;98865;311;52;127;6;1
64;32;26;79;5;530;1800;9,9514E+15;314;5;96;5;1
64;32;26;79;5;530;1800;9,9514E+15;314;5;96;5;1
60;555;26;45;53;170;1260;9943;324;46;91;5;1
59;22;45;226;12;550;1220;99636;31;35;128;5;1
64;32;26;79;5;530;1800;9,9514E+15;314;5;96;5;1
62;3;33;35;3,7E+16;370;1550;98987;318;37;124;6;1
58;28;18;12;5,8E+16;70;1080;9,9288E+15;323;58;955;4;1
58;555;26;45;53;170;1260;9943;324;46;91;5;1
67;31;33;20;33;120;740;99064;329;65;125;6;1
64;15;25;78;5;130;680;9,9394E+15;316;4;99;6;1
64;13;28;9;45;320;870;99175;347;52;112;6;1
67;48;49;29;3;280;1220;98926;313;4;130;6;1
67;48;49;29;3;280;1220;98926;313;4;130;6;1
58;3;33;35;33;250;1160;9,9057E+15;32;44;117;6;1
61;28;23;42;38;130;950;98898;297;7;131;6;1
60;19;37;97;32;170;500;9932;308;66;120;6;1
68;31;25;105;43;300;1650;9972;336;55;1055;6;1
75;24;29;11;46;340;840;9902;304;39;1145;6;1
68;23;39;161;53;710;1940;9988;318;64;102;6;1
75;24;29;11;46;340;840;9902;304;39;1145;6;1
63;29;3;81;212;600;1500;9958;31;4;93;5;1
68;2;25;62;5,2E+16;220;1060;9935;309;54;108;5;1
52;38;26;77;53;200;1030;9925;327;45;122;6;1
78;27;33;24;53;360;1750;992;32;55;110;6;1
66;54;21;163;55;410;1820;9986;335;54;104;6;1
71;25;31;23;5;320;1560;9914;314;51;114;6;1
58;61;1;84;4,1E+16;310;1040;9909;326;72;1405;7;1
65;32;23;85;51;200;1380;9943;303;42;107;5;1
64;28;23;60;51;500;1620;9,94E+15;315;52;102;5;1
66;19;28;11;4,4E+16;380;1000;9904;322;69;112;6;1
51;305;13;175;3,6E+16;170;730;99;34;51;1,23333E+16;5;1
58;26;3;26;34;750;1290;9902;32;38;115;4;1
67;23;17;13;61;140;1000;9925;307;55;95;5;1
68;33;3;21;47;350;1470;9886;324;56;134;6;1
61;27;32;11;34;240;1100;9898;336;4;125;6;1
61;27;32;11;34;240;1100;9898;336;4;125;6;1
68;4;29;28;4,4E+16;270;970;9904;312;42;112;6;1
61;4;18;90;51;285;2590;9964;319;5;88;5;1
71;28;26;28;39;500;1180;9908;306;59;112;6;1
62;32;32;22;3,6E+16;150;700;9899;316;48;127;6;1
68;17;17;51;49;260;820;993;30;38;98;6;1
90;2;33;35;49;100;400;9944;314;36;98;6;1
58;13;22;127;5,8E+16;240;1830;9956;332;42;117;6;1
58;31;31;75;5,2E+16;550;2300;9949;319;46;98;5;1
63;36;2;20;48;480;1910;9929;317;51;96;5;1
90;2;33;35;49;100;400;9944;314;36;98;6;1
67;18;25;143;48;790;1490;9975;312;37;97;5;1
66;16;25;98;49;595;1370;995;316;38;100;6;1
58;13;22;127;5,8E+16;240;1830;9956;332;42;117;6;1
58;27;22;127;5,8E+16;420;2060;9946;332;38;123;6;1
68;17;17;51;49;260;820;993;30;38;98;6;1
64;37;19;35;68;180;1010;9934;303;38;90;6;1
73;26;53;127;47;605;1645;9984;306;45;91;6;1
73;28;54;129;49;620;1625;9984;306;45;91;6;1
73;28;54;129;49;620;1625;9984;306;45;91;6;1
58;12;21;13;5,6E+16;350;1210;9908;332;33;114;6;1
61;25;18;105;49;410;1240;9963;314;35;105;5;1
64;24;27;15;4;350;1050;9,8914E+15;313;3;124;6;1
73;26;53;127;47;605;1560;9984;306;45;91;6;1
73;28;54;129;49;620;1520;9984;306;45;91;6;1
83;18;37;12;49;60;940;9937;318;52;101;5;1
71;9;3;62;32;240;1340;993;299;39;109;6;1
83;14;36;88;2,6E+16;130;600;9956;313;35;1105;5;1
58;28;3;39;2,6E+16;360;1050;9,8963E+15;326;58;1275;6;1
60;23;34;13;25;230;1110;98961;336;37;127;6;1
69;28;37;91;3,7E+16;160;760;9948;305;54;111;5;1
69;28;37;91;3,7E+16;160;760;9948;305;54;111;5;1
58;28;3;39;2,6E+16;360;1050;9,8963E+15;326;58;1275;6;1
63;25;53;18;21;410;1010;9,89315E+15;319;31;130;6;1
65;2;31;21;33;320;950;9,89435E+15;296;61;120;6;1
59;29;32;14;2,2E+16;170;470;9899;335;35;115;6;1
64;46;22;147;47;510;1830;998275;339;6;105;5;1
69;28;37;91;3,7E+16;160;760;9948;305;54;111;5;1
68;23;33;19;47;200;1010;9914;31;46;111;6;1
70;23;32;18;48;250;1130;9915;311;47;111;6;1
64;55;26;96;2,7E+16;200;1040;9924;322;73;131;6;1
57;28;3;39;2,6E+16;360;1050;9,8963E+15;326;58;1275;6;1
60;23;34;13;25;230;1110;98961;336;37;127;6;1
68;45;3;118;94;230;970;997;309;44;96;5;1
61;2;4;19;2,8E+16;320;1380;9914;326;72;117;5;1
61;37;46;120;42;610;2100;997;317;59;97;6;1
59;21;23;79;33;220;1300;9944;338;59;109;6;1
69;22;32;93;4;220;1100;9958;334;54;107;7;1
54;27;22;46;2,2E+16;290;1070;9,8889E+15;333;54;138;6;1
60;26;26;22;35;100;720;9,89465E+15;311;48;1215;6;1
56;18;3;102;2,8E+16;280;1310;9954;349;42;108;7;1
56;26;27;106;3;270;1190;9947;34;34;107;7;1
70;23;35;14;3,6E+16;310;1130;9912;316;48;108;7;1
58;28;66;91;39;260;1590;9965;366;55;108;5;1
86;36;26;111;3;435;1710;9948;303;49;120;5;1
58;28;66;91;39;260;1590;9965;366;55;108;5;1
64;3;27;44;55;170;1350;9925;323;44;122;6;1
62;2;32;28;5;170;1260;9936;318;55;94;6;1
58;29;15;11;2,9E+16;120;830;9898;33;4;114;6;1
57;22;28;13;2,7E+16;260;1010;9,8948E+15;335;38;125;7;1
56;22;32;12;24;290;970;9,8823E+15;32;46;1305;7;1
68;32;23;33;2,6E+16;310;990;9896;31;4;124;6;1
62;2;26;97;3;390;1020;9908;308;56;129;7;1
61;35;24;23;34;250;1330;9906;334;59;120;7;1
59;3;29;11;3,6E+16;230;560;9904;319;38;113;5;1
63;15;34;114;5;250;960;99754;321;49;100;6;1
48;13;32;12;42;400;980;9898;342;64;118;7;1
60;2;26;147;45;530;1250;998365;299;69;94;6;1
57;2;24;138;47;440;1120;9,9837E+15;297;66;88;6;1
60;27;26;13;38;320;1380;99125;346;43;111;6;1
63;37;51;63;48;350;1460;9943;31;101;105;6;1
64;23;37;79;5;600;1500;9,9488E+15;286;49;93;6;1
59;34;25;20;42;120;1100;99034;302;54;114;6;1
50;33;23;118;3;230;1580;9,9322E+15;341;64;118;6;1
54;29;38;12;2,9E+16;310;1320;98895;328;36;124;6;1
80;33;35;100;35;220;1080;9,9457E+15;312;36;116;6;1
64;3;33;52;5;300;1370;9,9304E+15;326;58;111;5;1
54;29;38;12;2,9E+16;310;1320;98895;328;36;124;6;1
64;33;3;72;4,1E+16;420;1680;99331;322;49;111;6;1
70;33;78;99;42;210;2510;99435;301;55;110;6;1
67;45;3;53;3,6E+16;270;1650;9,9122E+15;312;46;122;6;1
65;36;31;1355;53;200;1130;99544;32;56;110;6;1
58;42;3;22;35;260;1290;9,89E+15;332;47;129;6;1
71;39;3;99;3,7E+16;290;1240;9,9414E+15;307;42;109;6;1
67;53;29;43;69;200;1140;9,9014E+15;322;59;134;6;1
67;66;0;130;33;320;750;99551;315;5;107;6;1
65;36;31;1355;53;200;1130;99544;32;56;110;6;1
65;16;33;10;2,7E+16;230;750;9908;33;39;114;7;1
83;22;34;11;43;200;1160;9927;30;47;102;6;1
69;23;35;69;3;450;1160;99244;28;54;110;6;1
64;17;34;134;4,4E+16;450;1390;9,9752E+15;306;43;91;6;1
50;33;18;46;32;400;1240;9,9114E+15;318;4;110;6;1
68;38;29;99;3,7E+16;400;1460;99326;311;37;115;6;1
65;29;32;30;3,6E+16;380;930;9906;316;59;120;6;1
69;29;32;58;4;160;1120;993;304;58;112;5;1
66;28;3;129;33;310;1770;99479;312;39;112;6;1
62;36;27;32;32;130;730;9,8942E+15;29;69;126;7;1
60;615;4;8;32;80;500;99036;314;4;110;4;1
59;44;36;25;3;120;730;9,9201E+15;322;48;108;6;1
59;42;36;24;34;190;770;9,9184E+15;325;48;109;5;1
58;34;21;72;4,1E+16;480;1460;99441;316;49;98;5;1
58;27;2;73;4;420;1450;9,9442E+15;315;48;98;5;1
71;33;18;63;94;270;1660;99474;29;49;95;5;1
61;44;28;425;32;430;1320;9916;326;47;1,12667E+16;7;1
73;28;37;12;39;260;990;99198;301;62;108;5;1
52;5;18;20;3,6E+16;230;1290;98949;336;77;134;7;1
61;44;28;425;32;430;1320;9916;326;47;113;7;1
64;62;12;47;6;330;1960;99556;322;48;89;5;1
64;38;19;45;38;360;1190;99151;307;42;112;6;1
75;305;38;14;47;300;950;9,9158E+15;322;52;115;7;1
65;5;22;41;3,6E+16;350;1310;9902;326;55;130;7;1
66;4;3;53;38;200;1250;9,9204E+15;336;73;126;6;1
64;4;25;42;32;150;910;98988;326;52;131;6;1
83;49;23;665;34;60;1580;99344;305;48;112;5;1
63;3;91;82;34;500;1990;9,9394E+15;339;49;117;6;1
61;19;37;26;4,1E+16;240;990;9,9153E+15;318;5;109;6;1
61;19;37;26;4,1E+16;240;990;9,9153E+15;318;5;109;6;1
56;24;34;20;4,1E+16;140;730;9,8981E+15;304;45;116;7;1
57;25;32;122;4,1E+16;430;1270;99524;323;53;104;7;1
66;21;39;23;4,1E+16;310;1020;99221;322;58;109;7;1
63;3;91;82;34;500;1990;9,9394E+15;339;49;117;6;1
62;28;41;50;43;500;1880;99318;323;64;108;6;1
58;29;38;107;38;490;1360;99366;311;59;112;6;1
58;345;15;108;33;260;1200;9,9494E+15;325;49;100;6;1
65;51;25;17;48;390;1770;9,9212E+15;328;57;1,05667E+14;5;1
60;24;41;13;3,6E+16;420;1180;99018;304;64;1,17333E+16;6;1
65;51;25;17;48;390;1770;9,9212E+15;328;57;106;5;1
69;54;26;127;49;590;1950;9,9596E+15;326;54;105;6;1
60;24;41;13;3,6E+16;420;1180;99018;304;64;1175;6;1
66;26;36;12;35;430;1260;9,9094E+15;301;63;114;6;1
57;24;3;13;3;250;980;9,8968E+15;337;43;124;7;1
65;21;35;57;43;470;1970;99392;324;5;101;6;1
68;29;22;34;35;400;1220;99024;309;47;123;6;1
50;24;34;11;34;490;1580;98774;332;32;131;7;1
59;18;28;10;3,7E+16;240;880;9,9094E+15;329;55;1065;7;1
58;26;29;10;42;350;1010;99044;336;48;114;7;1
67;61;21;165;1,17E+16;400;2400;9938;311;57;93;5;1
57;695;6;68;42;90;840;9,9432E+15;344;44;102;5;1
56;695;6;68;42;90;840;9,9432E+15;344;44;102;5;1
57;39;25;49;33;490;1130;98966;326;58;131;7;1
61;38;47;14;51;590;2100;9,9309E+15;324;5;96;5;1
63;36;28;25;35;180;730;9,8868E+15;31;47;128;7;1
60;29;41;108;48;550;1490;9937;309;59;1,09667E+16;7;1
60;29;41;108;48;550;1490;9937;309;59;1,09667E+16;7;1
60;29;41;108;48;550;1490;9937;309;59;1,09667E+16;7;1
60;29;41;108;48;550;1490;9937;309;59;110;7;1
71;43;25;28;3,6E+16;430;1320;98975;321;47;134;6;1
66;25;25;13;4;280;850;9,8984E+15;287;48;112;6;1
66;33;41;20;2,7E+16;140;790;9,9063E+15;327;63;124;6;1
80;23;41;11;48;350;1500;9,9168E+15;309;47;112;5;1
73;17;36;82;2,8E+16;440;1110;99272;314;41;124;6;1
60;17;33;60;3,6E+16;300;1110;9,9362E+15;332;58;1,01333E+14;7;1
61;16;34;61;34;310;1140;99365;332;58;1,01333E+14;7;1
73;17;36;82;2,8E+16;440;1110;99272;314;41;124;6;1
64;31;53;88;57;360;2210;9,9642E+15;317;44;91;5;1
61;16;34;61;34;310;1140;99365;332;58;1015;7;1
60;17;33;60;3,6E+16;300;1110;9,9362E+15;332;58;1015;7;1
59;44;33;12;49;120;1170;99134;346;44;115;5;1
